Geoname ID,Coordinates
1260249,"26.07354, 81.49207"
2747021,"51.385, 5.71111"
1696395,"14.3835, 121.4786"
11656337,"8.67468, 77.63792"
3164308,"45.63329, 10.19556"
2279904,"10.33226, -5.62113"
8140653,"40.87389, 30.95091"
1859384,"35.38333, 133.41667"
4367344,"38.75678, -76.80969"
2651311,"52.44183, -0.82126"
715888,"46.75, 21.38333"
5848280,"22.07521, -159.31895"
2856213,"53.13863, 7.61938"
504391,"44.1234, 40.8107"
6317524,"-14.01639, -49.17722"
3121078,"42.49444, -8.86502"
570298,"55.63614, 38.08027"
4357176,"39.62065, -77.75888"
4440837,"31.34656, -89.26006"
3404257,"-9.40028, -36.99028"
4150727,"28.14862, -82.51454"
3517673,"19.20948, -98.92985"
11185798,"21.70507, 73.01188"
5117926,"42.44006, -79.33171"
1259017,"15.30499, 73.97096"
559478,"46.13528, 41.96556"
7669081,"50.91743, 4.88368"
3447008,"-23.72333, -51.09722"
8349037,"-27.6434, 153.02975"
1262083,"31.04168, 76.72285"
3020712,"48.95371, 2.41734"
4360345,"38.89761, -76.83025"
2333884,"8.08834, 6.79876"
3467538,"-31.55806, -53.6725"
3175235,"46.42679, 11.33841"
412084,"23.30324, 57.52459"
2287158,"5.87796, -3.17407"
7932575,"-37.67587, 144.5969"
1730039,"6.90722, 125.45583"
2262465,"38.81958, -9.12007"
980845,"-25.6688, 30.2497"
4267733,"39.56305, -95.12164"
1481898,"16.86061, 96.02815"
3470338,"-22.29528, -53.27111"
6179515,"50.76667, -120.35"
6317219,"-3.42611, -45.67583"
2992420,"50.4254, 2.93902"
4315535,"32.77828, -91.91144"
4377835,"37.61448, -93.41047"
3054630,"47.40869, 19.03608"
2930080,"48.48686, 9.25946"
2325032,"9.40756, 9.21481"
699453,"48.81692, 31.64985"
2473531,"33.95918, 9.99619"
6147942,"52.17977, -106.62005"
3032556,"44.39454, -1.16721"
8858153,"19.55194, -99.09806"
2878313,"48.88791, 9.39267"
4857507,"40.62976, -91.31515"
1258914,"16.65679, 73.51701"
4201047,"34.17399, -84.50132"
3105267,"42.564, -8.82797"
6232146,"-36.8082, 174.72019"
2790729,"50.8919, 3.06117"
2748448,"51.59833, 4.7125"
1275193,"20.7426, 86.24454"
8985916,"21.38116, 81.66378"
685174,"46.66667, 22.35"
2946821,"53.38081, 10.73758"
661352,"62.58333, 23.61667"
4900749,"41.81337, -87.81811"
12156860,"43.71752, -79.52828"
2798276,"50.25127, 4.60636"
2797094,"51.19043, 4.73562"
3179555,"45.49913, 10.14553"
2960380,"49.62389, 6.14944"
8464759,"-11.12607, -62.37209"
3761660,"18.6381, -99.2124"
526651,"55.12747, 37.95451"
2863711,"50.69268, 6.48437"
3530778,"19.01214, -97.03291"
1268399,"28.62019, 80.08152"
643032,"60.24327, 24.94867"
4300717,"36.60842, -83.71658"
2798652,"51.17921, 3.74722"
12156894,"43.69453, -79.41432"
2174563,"-33.94599, 151.19591"
2865692,"52.49912, 6.96626"
1510454,"53.4461, 83.9048"
3172067,"45.78436, 8.96816"
2659060,"47.55437, 7.79403"
3130262,"40.59368, -3.24529"
2848543,"50.6, 8.83333"
2651214,"52.37675, 1.1091"
3385228,"-6.04417, -35.42833"
7262659,"37.87834, -122.53625"
469809,"55.94052, 46.20622"
4164575,"28.57444, -81.74619"
3662761,"-8.26861, -72.74389"
5216892,"40.05956, -75.23851"
2834226,"48.87644, 9.07439"
6324533,"39.50868, 2.4766"
12047624,"51.16624, 17.13688"
582890,"53.24842, 50.49116"
11712127,"11.41239, 78.71411"
2267538,"38.17718, -8.56675"
2654412,"51.62409, 0.03262"
3190837,"44.28237, 17.08597"
5232592,"42.77944, -96.92921"
7932659,"-27.59753, 152.74755"
3690429,"4.37648, -74.66995"
4614720,"35.05313, -85.05023"
1715636,"11.3937, 122.6856"
2871279,"52.31352, 13.02996"
745364,"41.05833, 37.08028"
11662067,"10.89496, 78.53008"
3863095,"-26.80031, -60.83903"
4501632,"39.84845, -74.99572"
4088146,"33.69871, -85.83969"
3467313,"-11.66806, -39.83778"
3360396,"-33.28596, 19.14116"
4099647,"34.12093, -93.05378"
13526902,"38.94316, -77.06299"
2111766,"38.32639, 140.27639"
151062,"-2.55, 33.2"
3471551,"-14.45028, -56.84611"
6545077,"40.41316, -3.70927"
1520885,"50.75617, 78.54188"
6316423,"-22.93389, -55.63528"
542212,"54.42548, 43.78561"
2322592,"11.57569, 9.1088"
8477299,"21.02668, 72.88683"
2842960,"50.84367, 7.48409"
2437601,"11.448, 19.2789"
2646256,"53.6142, -0.21579"
2654787,"51.48619, -0.3083"
11184126,"13.17794, 79.41278"
6231811,"-36.76447, 174.74773"
3022380,"48.87925, 2.13836"
3411910,"-6.84917, -47.96306"
1274380,"30.24492, 77.36027"
3461043,"-13.28556, -40.95111"
3980037,"20.27297, -102.47426"
307786,"39.08722, 27.38333"
4012045,"20.46702, -102.14976"
5275222,"43.1339, -88.22204"
3980124,"23.9753, -104.04462"
5134257,"42.69508, -73.80707"
2877647,"49.42444, 8.39194"
9782154,"34.11163, 77.58794"
2959374,"52.04953, 9.25856"
5342522,"37.43216, -120.77854"
2880503,"53.64983, 11.36913"
2786318,"50.48375, 5.86674"
4770931,"39.05983, -77.35221"
2941216,"48.16753, 12.7325"
2814880,"48.7327, 13.60082"
2702908,"59.14972, 18.11667"
7315241,"28.26234, -80.71449"
2640512,"52.6291, -1.96738"
3521344,"21.27182, -98.37456"
711989,"48.05674, 32.1655"
1261638,"26.49716, 80.30934"
2797336,"50.64032, 5.50329"
2145392,"-25.29214, 152.90535"
3018235,"49.32373, 6.1212"
1260232,"23.59276, 74.17396"
6231794,"-36.71926, 174.73666"
3644163,"8.96225, -68.29511"
179634,"-3.6835, 39.85687"
4474388,"35.24513, -81.34119"
934065,"-20.04333, 57.56833"
3454519,"-22.24278, -45.46583"
1540656,"42.92245, 74.56684"
6220404,"-43.47833, 172.69013"
126411,"31.41029, 56.28255"
1268355,"9.71667, 77.86667"
2515679,"37.38605, -6.55231"
3516651,"17.14012, -92.714"
2287587,"8.43434, -2.72108"
3165142,"44.98238, 7.74688"
2983482,"46.04378, 4.04255"
3531218,"16.28824, -94.19491"
3182153,"40.41261, 16.68919"
2151575,"-37.81667, 145.25"
141124,"30.361, 51.15735"
1277874,"22.64124, 76.34877"
2174400,"-34.4775, 150.4204"
3621644,"10.08802, -84.47022"
8405711,"30.5547, 107.80603"
1580123,"18.17669, 105.70019"
3580471,"19.31313, -81.38208"
6989990,"30.60616, 76.83631"
2374688,"11.57694, -15.47611"
2286279,"9.90059, -5.62764"
3460803,"-21.07806, -47.04833"
5906836,"51.08344, -114.16866"
6244870,"-41.17827, 174.9802"
5340674,"34.24195, -117.2856"
1221740,"39.02871, 70.37446"
3190865,"43.70361, 16.63944"
6691616,"33.25592, 132.68343"
1278987,"19.43172, 80.06377"
470083,"56.31667, 36.55"
3181994,"41.04336, 16.82682"
2969213,"50.45944, 3.56738"
6545259,"60.15753, 24.94892"
5347742,"36.29773, -119.20678"
3458651,"-12.56306, -41.39"
2349360,"5.38941, 7.91235"
1721580,"7.68333, 126.03333"
1692549,"15.246, 120.9285"
771870,"51.97653, 21.21537"
934169,"-20.42967, 57.66968"
528258,"43.20348, 46.13215"
1271692,"8.85785, 77.78019"
3109551,"41.74549, 1.80476"
2841333,"54.5157, 13.64451"
2146270,"-27.48333, 152.98333"
523662,"63.889, 34.258"
13495392,"49.18434, -123.09267"
1708368,"7.8654, 123.5123"
2166340,"-37.83333, 145.18333"
1742906,"3.8915, 100.8532"
7932574,"-37.7008, 144.56025"
4700401,"29.76745, -95.23382"
5781551,"41.83826, -111.83272"
4917171,"41.68975, -87.79728"
1266632,"23.78597, 76.61773"
3166114,"45.07445, 9.30169"
679167,"46.31667, 26.51667"
13156935,"30.69195, 76.82592"
2786226,"50.97456, 3.01469"
1445342,"17.40611, 78.60444"
2708429,"59.61395, 16.22846"
3670812,"4.28075, -74.76469"
2948267,"51.12771, 14.17974"
2517512,"37.70494, -5.09965"
4556802,"39.9815, -75.35658"
726464,"42.91667, 24.26667"
10735248,"26.88474, 75.93239"
3397976,"-7.44694, -41.47833"
5948045,"43.60009, -80.5497"
2283006,"5.95186, -4.45667"
11463871,"10.13151, 76.44466"
4939637,"42.1551, -71.00866"
8406216,"29.67238, 107.75841"
3690160,"2.52385, -75.31733"
1734755,"2.2028, 102.3172"
8223964,"10.95628, 78.28308"
6267009,"58.49899, 49.64347"
550902,"57.8957, 53.7132"
551439,"45.4106, 40.4361"
3470837,"-24.03, -52.01167"
5942238,"51.01991, -113.99294"
9973147,"-35.0768, 138.59163"
1279161,"13.72794, 76.0068"
3461922,"-26.59917, -53.51806"
252848,"39.73778, 22.28917"
5003140,"43.20113, -86.23895"
5263331,"42.60112, -89.63845"
717281,"47.87491, 21.84082"
3547930,"22.29058, -84.28599"
3272463,"49.38056, 8.30389"
3446599,"-12.39167, -38.625"
7338248,"33.47541, 104.90215"
2249545,"12.93333, -14.08333"
4376444,"38.74033, -90.2265"
5175079,"40.86949, -84.58412"
2970407,"43.69386, 4.27587"
11463872,"10.12344, 76.41655"
5261852,"45.09998, -87.63066"
1861226,"35.55516, 134.36306"
2522970,"39.95746, 18.21498"
2129464,"40.92028, 140.95556"
1486031,"56.1703, 92.67208"
8406224,"29.79628, 108.08548"
3680641,"4.17698, -74.53254"
3463692,"-21.09861, -42.18667"
5364095,"38.56685, -121.3569"
10979212,"13.99005, 74.53072"
1517880,"42.48578, 70.29601"
6119101,"43.66041, -79.3615"
3393011,"-9.25278, -38.00472"
4503134,"39.99289, -74.78766"
3175427,"41.68678, 13.59679"
3182778,"41.74126, 12.90667"
3397906,"-2.74889, -58.02194"
4168418,"28.47195, -81.36785"
11442819,"12.97833, 79.61722"
2973394,"45.89614, 4.433"
1611187,"20.27511, 100.08689"
187257,"0.84443, 35.13716"
1502822,"55.30891, 82.74196"
2817130,"52.98546, 9.58265"
3447088,"-23.6325, -55.01583"
12489739,"15.87901, 108.08903"
1261915,"11.76189, 77.89093"
3083921,"51.30814, 17.71979"
2794936,"50.44914, 3.89096"
618594,"46.33352, 28.96165"
3131449,"62.146, 6.07108"
5531968,"32.47095, -100.40594"
5777332,"40.34329, -111.72076"
8656249,"16.23866, 108.08041"
12439779,"52.86122, 123.14895"
6534272,"40.61981, 14.94685"
1272508,"26.13564, 91.80069"
1695887,"12.5642, 124.9276"
2101986,"-9.43611, 159.95702"
8299269,"-31.87501, 115.82839"
12359258,"34.62647, 106.19095"
10688582,"20.54992, 74.52831"
2284758,"7.02886, -6.47253"
2861579,"49.32389, 8.69556"
1220962,"38.17023, 73.96674"
3066578,"50.95151, 14.55699"
5809902,"48.50389, -122.23611"
2289505,"8.18668, -6.60866"
2638074,"52.0387, -0.33399"
6545082,"40.41613, -3.69674"
2533178,"31.65031, -7.47288"
2874111,"54.17226, 10.55968"
3180937,"45.37954, 12.08638"
3589456,"14.45131, -89.74285"
4886090,"41.74892, -87.91839"
1170974,"31.38771, 71.44047"
6316993,"-14.43639, -39.90778"
1899373,"32.11162, 108.46732"
3704187,"7.98262, -80.43302"
3690584,"8.08202, -73.22135"
2937018,"50.37419, 8.00735"
2223092,"6.1273, 9.8681"
3388342,"-3.67, -39.24333"
2645099,"52.38333, -1.73333"
3053918,"47.61155, 17.25012"
470845,"55.49044, 46.96479"
7869995,"53.27866, -6.40803"
3597750,"14.54006, -91.57179"
934091,"-20.10306, 57.68472"
10316796,"27.7821, 85.37426"
7281782,"-33.79677, 151.12436"
10918042,"35.69441, 139.89482"
3188516,"41.92936, 19.22436"
2911960,"48.36614, 8.80357"
2992638,"44.03618, 4.9963"
2262373,"39.06969, -7.69849"
2079183,"-32.34017, 115.7473"
597769,"56.00318, 22.93662"
2288093,"5.66667, -6.33333"
3405853,"-8.62556, -35.83"
4845889,"41.9001, -73.13483"
3449035,"-23.7159, -50.74147"
5802236,"47.8051, -122.11318"
2641036,"52.5, -2.01667"
3461494,"-19.95528, -44.70917"
11682544,"11.32842, 78.24437"
4164211,"25.86315, -80.19283"
3450864,"-22.89806, -45.30528"
3466470,"-22.82111, -51.59528"
3101426,"52.87908, 18.79505"
2995536,"50.67628, 3.06613"
3166822,"45.49105, 8.97161"
486186,"62.08807, 32.37327"
3445709,"-28.015, -49.59167"
4158604,"27.9653, -81.87786"
3673974,"8.42627, -76.78926"
13494537,"24.75762, 93.93738"
2914064,"48.03947, 11.5232"
151610,"-3.23973, 35.48747"
691803,"45.83861, 29.61123"
1857558,"35.35063, 139.13861"
5215837,"40.05483, -75.00434"
1524703,"43.76453, 69.17856"
2077030,"-31.90906, 115.9437"
693086,"50.2897, 24.25139"
3651613,"-1.04559, -78.59019"
3408272,"-5.49833, -36.50556"
4562996,"18.08663, -67.14573"
2923305,"48.80705, 11.36801"
3364343,"-33.51273, 18.47374"
1880651,"1.31194, 103.79333"
3514684,"16.18463, -93.26802"
2766359,"46.76806, 14.36028"
2725471,"59.39387, 15.83882"
10261563,"30.92824, 75.7786"
3189884,"44.9363, 16.02224"
2998264,"43.05487, 2.22173"
4989266,"41.94033, -85.00052"
3402320,"-7.72167, -39.23889"
192079,"-1.00819, 34.87809"
2790150,"51.13008, 2.75135"
5152709,"40.61868, -80.57729"
3395264,"-3.22556, -40.69667"
3091031,"50.0654, 18.49531"
2357560,"12.68662, -2.19375"
2955940,"51.56667, 8.33333"
8224280,"14.1883, 74.81269"
4562070,"39.75593, -77.57777"
499051,"43.28935, 45.29786"
3172363,"45.5848, 10.27947"
10910199,"11.95251, 75.40431"
4928720,"41.68066, -70.90782"
2952916,"50.99291, 13.71712"
3391196,"-0.94028, -47.11639"
280328,"34.25528, 35.65806"
11461184,"11.35974, 76.76495"
2639689,"53.41567, -2.76607"
2881857,"48.48939, 9.68612"
3455079,"-12.61528, -47.88306"
1253147,"11.47613, 78.73553"
11664575,"9.88119, 78.19245"
2293550,"6.24709, -3.54335"
720280,"47.6, 21.76667"
3386512,"-6.46765, -38.1794"
2280708,"6.49214, -4.61985"
2292678,"6.76966, -4.28954"
3178884,"45.54746, 11.28285"
8405708,"30.59028, 107.97657"
2873285,"48.18949, 11.8691"
1091401,"-12.2925, 44.49722"
3691712,"-6.13917, -77.10389"
3087072,"52.75226, 16.99049"
675223,"45.79139, 20.71722"
5314245,"34.25421, -110.02983"
8443026,"10.59169, 76.15449"
2806342,"52.24856, 11.62945"
1865559,"36.20742, 139.43948"
4493990,"36.20875, -79.90476"
3460561,"-10.57154, -40.27589"
472494,"56.22547, 43.17585"
1899341,"33.48597, 104.73824"
1260706,"22.25757, 71.56024"
587071,"40.46344, 49.91893"
2172153,"-28.85819, 153.04748"
2871832,"49.35, 7.05"
13589597,"34.45581, 74.45072"
8858151,"18.04972, -92.93056"
3451159,"-26.73833, -49.27417"
676277,"45.61667, 22.95"
3816612,"16.37022, -93.00428"
5337551,"34.11501, -117.89173"
6316468,"-10.13667, -43.94861"
1258221,"21.64602, 84.05311"
3172217,"44.67785, 11.03785"
2987945,"43.99802, 5.05906"
3094934,"50.79313, 15.83559"
2522474,"37.5178, -5.98185"
1180491,"24.79382, 68.17978"
1854037,"26.49543, 127.85098"
1711958,"7.9175, 125.33"
6179652,"49.66675, -103.85109"
509026,"62.71165, 40.29104"
3856436,"-32.19857, -61.70208"
1263253,"22.41667, 88.11667"
2852101,"47.85602, 12.34623"
3659602,"-4.05031, -79.64982"
1268271,"24.19593, 91.83438"
714772,"47.61667, 20.76667"
8419798,"30.0468, 105.89146"
2285919,"6.61223, -6.06037"
4251141,"39.54894, -89.29453"
5836665,"43.02496, -108.3801"
2783284,"50.88408, 4.27325"
3102076,"50.26474, 19.45962"
694403,"48.86588, 38.09779"
1261844,"13.60759, 79.31652"
541349,"46.53241, 48.34476"
3994607,"24.88819, -105.07455"
2157243,"-33.67757, 151.30307"
3110881,"41.56667, 2.48333"
2279424,"6.87914, -5.40398"
3171370,"45.41834, 9.40042"
3448669,"-21.02528, -41.65444"
127955,"37.01225, 54.98772"
5144948,"41.36454, -74.10598"
3532636,"18.51347, -98.60542"
1692781,"7.15444, 125.05583"
10485745,"16.98085, 79.05875"
3465736,"-22.41306, -45.79806"
192869,"-0.77612, 34.94678"
1504380,"55.1929, 80.28261"
1853449,"36.2, 139.51667"
5201624,"40.07844, -74.98795"
5129626,"44.69423, -75.48634"
1253145,"10.60226, 78.54711"
3028513,"43.79246, 7.18745"
8348304,"-32.07511, 115.86613"
6318020,"-16.75278, -41.50417"
2651030,"52.60714, 0.38375"
3462473,"-11.42889, -42.50278"
3465500,"-18.62194, -42.28583"
510899,"54.04482, 37.50875"
2637941,"53.20333, -1.21336"
3453594,"-21.09139, -48.65778"
2290529,"5.26206, -5.52897"
1852336,"34.86223, 133.81175"
3665813,"5.45948, -74.33823"
1489209,"52.9826, 84.68031"
2167449,"-37.88639, 145.0025"
3389966,"-8.3275, -35.70556"
5931074,"45.20008, -72.74913"
1859811,"35.03333, 134.11667"
3436030,"-26.25543, -53.64682"
2963007,"53.68194, -6.23917"
2953408,"51.51826, 13.39459"
4321781,"30.84631, -93.28905"
2790433,"50.95686, 3.59425"
3472433,"-21.02583, -43.41139"
1436767,"28.7781, 76.7756"
1088746,"-14.9925, 39.84667"
1017620,"-33.93224, 20.09924"
2849371,"52.46952, 9.19957"
6317876,"-6.43556, -35.64333"
3115063,"43.03262, -2.40997"
4191768,"33.89816, -84.28326"
5011428,"41.79922, -85.41915"
5113760,"42.14285, -77.05469"
3182066,"45.62864, 9.27124"
10056984,"-31.95546, 115.91306"
621396,"53.0402, 28.267"
7315263,"38.90454, -76.8683"
2661039,"46.80429, 9.83723"
1495626,"65.85002, 74.48593"
5376870,"37.31383, -121.02076"
537344,"43.67556, 43.455"
5098242,"41.01676, -74.2057"
5148346,"41.43977, -81.73541"
13156895,"26.6534, 92.81613"
4515247,"38.53675, -82.68294"
4475995,"35.47375, -81.25453"
1270798,"16.35, 81.05"
1275053,"30.15911, 77.35814"
683749,"45.19879, 25.65578"
2809100,"52.51806, 7.13408"
11888186,"53.05111, 50.49667"
13546409,"16.8951, 96.09702"
3648163,"10.13191, -65.42236"
2027373,"51.92934, 113.64393"
2803323,"50.41158, 4.58671"
672620,"44.18333, 28.41667"
2738803,"41.02836, -8.58017"
300732,"39.24128, 28.17842"
4061206,"33.48594, -86.91194"
4047906,"28.18085, -82.68177"
685204,"47.18333, 24.18333"
2512767,"37.23231, -3.62901"
952224,"-27.95333, 27.56394"
3398658,"-3.91333, -40.38333"
3027343,"47.33537, 0.70286"
4877655,"42.64109, -95.20972"
13353368,"33.68736, 74.99523"
3446579,"-23.85571, -50.0314"
4157657,"27.25173, -82.51471"
3336585,"59.86244, 10.66308"
3468869,"-22.44083, -46.35083"
13308713,"22.613, 113.84534"
5385393,"34.64526, -118.21813"
2290680,"6.90916, -4.05582"
2656000,"53.33333, -1.33333"
3074723,"49.54152, 15.35932"
1273371,"29.11344, 77.70467"
488785,"45.05727, 39.31611"
2262926,"37.18921, -8.43822"
956806,"-23.75827, 29.66707"
4656630,"35.89064, -83.72462"
11551058,"51.46945, -0.26749"
1348583,"22.96833, 88.26278"
3013226,"48.62224, 7.75549"
2641128,"52.66667, -0.73333"
1524265,"44.28314, 72.94369"
1153686,"8.42614, 99.50472"
11488210,"11.13318, 77.14698"
2799885,"51.25147, 3.28144"
325426,"37.42385, 29.34941"
11658948,"10.91603, 78.45092"
3520935,"17.02622, -97.92843"
3698841,"-9.04849, -77.81005"
2532821,"33.82977, -6.91262"
2150460,"-37.95218, 145.01129"
11419015,"14.39468, 79.9399"
5202903,"40.6234, -79.72977"
6157974,"46.21792, -63.07948"
2738459,"41.09741, -7.80991"
2659546,"46.87298, 7.561"
4120388,"34.36231, -92.81295"
6958513,"22.75388, 113.8459"
13353660,"19.2704, 73.02724"
3172483,"45.60419, 13.76754"
2657125,"55.65018, -4.80659"
5771716,"40.48967, -111.93882"
3168018,"45.65128, 11.86004"
2981779,"50.66667, 3.05"
9957444,"-27.49354, 153.07629"
2519277,"39.46246, -3.608"
13157155,"29.13076, 75.79165"
2803285,"50.87553, 5.30558"
3467443,"-25.37444, -52.12639"
2521086,"38.04636, -1.00233"
8858150,"19.68361, -101.30361"
3167373,"44.06326, 12.44657"
3102444,"49.98203, 19.15157"
2811461,"53.64104, 10.0798"
701372,"51.5217, 32.21568"
8348469,"-33.88262, 150.92408"
1271052,"26.3446, 83.35303"
3374235,"16.17611, -22.91722"
2797979,"50.66783, 3.62047"
1255844,"15.61521, 73.7674"
1275940,"20.45, 72.88333"
2659808,"47.0741, 7.30655"
2644613,"52.22583, -2.74491"
3621967,"9.9816, -84.18592"
2652656,"51.85052, -0.2367"
3102343,"54.40365, 18.63144"
7932634,"-37.83975, 145.15549"
2791366,"51.22285, 4.28201"
8418555,"29.63201, 105.53491"
517897,"53.15075, 47.74766"
11919760,"43.25884, 5.41729"
2983005,"49.24946, 6.09398"
2694831,"57.56667, 12.08333"
1685161,"16.9762, 120.5254"
8349232,"-27.67664, 153.04165"
8347802,"-34.70064, 138.70956"
4189423,"31.96351, -83.78239"
2800430,"50.67753, 4.7212"
3076587,"49.44049, 12.92976"
3667901,"6.33369, -72.68283"
4739226,"30.1316, -94.01545"
1811396,"33.81049, 104.24507"
2657784,"51.72981, -3.13432"
3461580,"-20.46222, -47.12222"
12156895,"43.69223, -79.52242"
79700,"16.20787, 52.17605"
2791255,"50.95136, 3.28804"
2064874,"-31.98184, 115.8073"
4996017,"42.40559, -83.09687"
8403865,"30.91302, 108.58249"
13156707,"34.5138, 133.55687"
3020188,"48.96667, 2.31667"
2742868,"41.26634, -8.62844"
12048385,"51.51318, -0.18541"
569632,"43.59583, 43.59944"
8418015,"30.30093, 105.83766"
523161,"57.46572, 41.96344"
5722088,"45.41762, -122.45898"
3465003,"-26.89361, -53.16806"
3092080,"54.00283, 16.98263"
1942259,"29.05016, 108.45902"
1723701,"10.46746, 123.6999"
2646958,"51.56565, -0.15904"
878362,"-10.65, 39.33333"
2640463,"53.52572, -1.63027"
741725,"40.96907, 27.95503"
674796,"45.61667, 27.51667"
4412454,"38.45005, -91.00848"
693020,"48.24056, 28.28141"
8349187,"-35.1728, 149.11147"
3174608,"45.59213, 8.75194"
320621,"37.18963, 32.24736"
3839565,"-27.64615, -62.41655"
4639684,"36.3434, -88.85034"
339537,"15.07, 39.0475"
2936842,"50.89621, 13.66905"
3871781,"-22.9111, -68.20113"
2291708,"6.07568, -3.40846"
538104,"57.02857, 34.17895"
12626178,"45.51004, -73.57455"
6176226,"52.31679, -106.56791"
3446143,"-29.45556, -49.92444"
1785683,"33.44634, 105.66561"
2562250,"35.8296, 14.47588"
5100542,"40.85288, -74.04208"
299044,"36.7034, 34.3627"
3012346,"50.29658, 4.10108"
1487272,"57.97604, 61.66733"
278040,"33.44948, 35.29948"
3095192,"53.3137, 17.93698"
552465,"61.50359, 38.9486"
3173711,"40.03083, 18.1363"
4362624,"38.92, -76.808"
3121956,"40.05288, -4.20718"
3181749,"45.72045, 8.27466"
3532601,"19.02188, -98.77859"
11425680,"17.87702, -92.92468"
1271983,"11.66245, 78.47644"
3533472,"20.81291, -89.45332"
1276374,"22.53048, 74.32846"
3515521,"21.0012, -89.39476"
7870864,"43.68345, -79.41248"
1264473,"25.03425, 87.31867"
11683541,"11.07133, 78.03149"
1263942,"8.14776, 77.30552"
3345497,"-11.35669, 15.11719"
3673676,"4.57583, -75.97389"
11522284,"11.33814, 77.64082"
579266,"58.1617, 59.6991"
5139356,"40.88121, -73.91736"
10192324,"26.46932, 76.73254"
1694028,"10.1169, 123.6738"
2514211,"37.78627, -3.61226"
1278802,"21.37196, 80.38446"
2806339,"48.6038, 11.62568"
5105455,"40.9051, -74.20987"
6317137,"-6.15114, -44.90184"
3453623,"-13.76194, -39.37889"
2917520,"53.86128, 11.19054"
2847669,"48.87173, 8.19133"
818487,"54.42828, 36.04646"
10242629,"17.1333, 95.9167"
2173152,"-28.1, 153.45"
157014,"-7.43622, 37.70337"
2270290,"38.81321, -9.22679"
3169253,"45.32829, 7.7211"
517577,"60.06364, 30.48328"
1708903,"5.98944, 124.62417"
10700999,"31.51774, 75.30092"
1263880,"27.86374, 76.54999"
680430,"45.85, 26.18333"
364933,"13.60169, 26.68759"
4153367,"28.44945, -81.49229"
3174888,"45.67637, 9.11774"
2379619,"15.5571, -5.516"
3208618,"52.51667, 10.63333"
11186282,"8.15437, 77.57807"
5202535,"41.16953, -75.87742"
630279,"52.4731, 25.1784"
4889113,"41.64463, -87.74154"
1176206,"31.82098, 73.91815"
3013456,"47.57305, 6.76139"
12718668,"33.93664, -5.46514"
3514027,"16.86707, -96.78484"
2347383,"11.66768, 8.262"
688696,"49.89156, 36.12175"
1801633,"34.594, 102.478"
6534278,"40.95891, 14.16193"
3451363,"-22.06667, -48.17611"
1691973,"14.4347, 121.3344"
11468435,"34.34967, 136.69945"
3519644,"19.8151, -99.01044"
186831,"1.06725, 38.6662"
6316310,"-27.41167, -49.82556"
4450753,"33.60762, -88.65033"
2473358,"36.13528, 10.38083"
3063708,"50.02885, 14.59948"
3176125,"40.71811, 14.94235"
2955817,"53.22128, 7.80947"
12450863,"37.65977, 80.08033"
197083,"-3.03668, 40.13748"
2145267,"-37.83616, 145.19428"
3091983,"52.59882, 15.89696"
6318689,"-23.97028, -55.03556"
5065495,"41.18389, -96.1503"
3585636,"13.87694, -89.17306"
6090172,"50.69978, -120.3692"
3090613,"53.42079, 19.59515"
2995649,"49.06382, 6.15427"
2739336,"41.15119, -8.67125"
3209262,"48.66602, 7.93659"
2523297,"39.07017, 8.45243"
10941117,"15.86408, 74.45701"
5744166,"44.02655, -116.96294"
3460549,"-13.53167, -40.15028"
1715880,"8.35472, 124.81222"
539069,"55.74576, 38.13136"
1704994,"15.8793, 120.8983"
1304530,"18.43664, 94.32215"
7667930,"37.95342, 23.74897"
2655929,"51.49114, 0.15136"
2299642,"7.79391, -0.0498"
1270286,"22.61428, 79.22207"
6115107,"49.18333, -122.93333"
3402284,"-6.04556, -36.34583"
3620298,"13.36502, -86.39846"
282039,"32.08371, 35.18079"
2648154,"51.27916, -0.37423"
1865601,"35.78188, 139.72087"
568429,"49.38364, 40.15231"
786287,"44.63864, 20.52136"
3682245,"3.15, -75.81667"
6232141,"-36.7882, 174.68019"
1260555,"22.18714, 81.32815"
2850224,"50.92379, 7.0927"
6354970,"27.78943, -15.71045"
485699,"54.93987, 20.15479"
315183,"38.39976, 28.96905"
515873,"55.60806, 37.97738"
2734123,"41.16667, -8.63333"
13118150,"2.60127, 101.86408"
12750099,"51.56975, -0.40959"
1071299,"-15.31667, 49.8"
5140072,"41.11482, -74.14959"
6050416,"47.43337, -72.7824"
294552,"31.86119, 34.82275"
2820471,"53.73795, 14.04473"
3983312,"28.0299, -105.29276"
5944866,"49.28778, -122.82167"
13156896,"26.42783, 92.02511"
4018597,"20.83423, -103.73016"
5175080,"41.42838, -82.32377"
3451750,"-21.525, -42.46917"
3392862,"-6.11, -37.63667"
3580666,"19.30239, -81.18194"
3526601,"21.21745, -99.47183"
2521148,"39.6, -0.58333"
702874,"50.36444, 33.27153"
3174649,"44.12777, 8.25743"
2783728,"51.00526, 3.97683"
3523180,"20.1383, -98.67364"
5902599,"52.38342, -113.7853"
1800965,"34.42639, 104.91472"
2797376,"50.46936, 4.43324"
1718266,"15.9613, 121.0641"
1610072,"15.33221, 102.17278"
3159894,"60.88095, 10.93948"
3466905,"-20.55778, -44.87056"
1880530,"1.34611, 103.745"
1882700,"1.31833, 103.77583"
13308624,"22.52192, 114.05617"
6301921,"52.06241, 1.2365"
13156698,"35.03421, 136.66436"
11660340,"10.0035, 77.44584"
9072757,"23.51771, 93.18886"
