Geoname ID,Coordinates
1848499,"35.82255, 139.83905"
356806,"31.20365, 30.54908"
3077916,"48.97447, 14.47434"
2934486,"50.80434, 6.49299"
3121070,"40.62862, -3.16185"
2229761,"2.93725, 9.90765"
12534340,"5.37293, 103.02053"
527191,"52.90761, 40.4823"
2033149,"45.51971, 125.07633"
1277044,"29.10199, 77.26334"
1714674,"8.56697, 123.33471"
1604870,"6.53995, 101.28128"
2508737,"34.11279, 2.10228"
4948247,"42.25288, -71.00227"
3980190,"25.81201, -100.59874"
3459035,"-29.46694, -51.96139"
2033135,"43.51067, 123.50069"
1785692,"25.4245, 100.689"
1529626,"45.69298, 85.13942"
13580317,"50.40848, 30.66006"
5816605,"46.60207, -120.5059"
1813755,"36.83389, 118.89778"
2395049,"7.17826, 2.0667"
2688368,"58.59419, 16.1826"
5143620,"42.68313, -73.77845"
1811594,"33.25322, 113.0012"
13118096,"3.04926, 101.64153"
1538635,"56.25109, 93.53142"
4736476,"30.15799, -95.48938"
1538636,"57.25483, 60.09052"
2920789,"52.55035, 13.39139"
1176368,"32.64118, 74.20561"
4274277,"38.97167, -95.23525"
1272892,"22.59373, 75.29774"
1864985,"34.72807, 135.30264"
1784417,"28.8466, 108.76416"
1270800,"12.94601, 78.87377"
2270503,"38.76698, -9.29793"
4936159,"41.70149, -71.15505"
3455168,"-17.22222, -46.87472"
5921719,"45.53333, -73.75"
1765769,"5.99516, 100.47885"
1567723,"13.4556, 109.22348"
882009,"-17.88972, 31.24472"
1786455,"35.78472, 118.62806"
791646,"42.38028, 20.43083"
359576,"30.12303, 31.13571"
1674199,"24.757, 121.753"
1835447,"36.34931, 126.59772"
2962943,"52.66472, -8.62306"
1496511,"66.08333, 76.63333"
1668467,"24.88373, 121.29043"
6822111,"36.28815, 137.88705"
13561143,"48.0, 37.80006"
1789289,"24.98773, 118.3858"
144616,"38.4774, 47.0699"
2647461,"51.77655, 0.11158"
1816821,"38.83861, 105.66861"
1811844,"27.05, 114.9"
1278983,"10.02737, 77.47815"
5779334,"40.2969, -111.69465"
2110498,"37.91, 140.11667"
1264206,"27.04361, 74.72445"
344420,"14.12109, 38.72337"
4219934,"34.02316, -84.36159"
128321,"29.61919, 51.6535"
13494076,"13.89466, 100.61425"
1267084,"20.70738, 76.56827"
11962387,"-23.46013, -46.5749"
1264292,"27.22857, 79.02882"
360542,"30.61618, 31.73514"
4999837,"42.36837, -83.35271"
136014,"30.3586, 50.7981"
3437665,"-25.3949, -57.53574"
1852984,"37.61667, 138.95"
358870,"28.92406, 30.98544"
5117549,"40.85927, -73.89847"
2528659,"33.89469, -6.30649"
2112823,"39.38333, 141.11667"
140918,"36.69235, 53.55262"
788709,"42.99806, 21.94611"
3471848,"-19.82028, -40.27333"
2394560,"9.70853, 1.66598"
2034141,"44.92754, 127.16039"
2221504,"4.075, 9.36005"
2759899,"52.63167, 4.74861"
8539621,"10.06821, 105.82221"
1260290,"18.85057, 76.53163"
164947,"35.01127, 37.05324"
1860098,"36.55, 139.73333"
5811729,"47.67323, -117.23937"
2511716,"36.76419, -2.61475"
3686922,"8.88479, -75.79052"
7870240,"36.89479, 10.18604"
513471,"60.03947, 30.31128"
518879,"55.75378, 37.81885"
8505053,"55.8801, 37.55758"
2639192,"51.57515, 0.18582"
2326302,"7.60039, 4.19264"
2346995,"10.61285, 12.19458"
986083,"-27.83333, 26.75"
2621942,"55.67938, 12.53463"
3350246,"-12.43002, 13.54677"
250774,"29.52667, 35.00778"
89570,"37.14871, 42.68591"
149129,"-3.49194, 31.96389"
4453066,"35.60095, -82.55402"
1265891,"9.17167, 77.86989"
2757345,"52.00667, 4.35556"
1253437,"12.68162, 78.62014"
1716388,"11.24681, 124.01462"
4394870,"38.91084, -94.38217"
878281,"-9.99709, 39.71649"
1733782,"5.28028, 115.2475"
1272045,"15.77203, 77.48345"
1258744,"12.72181, 77.28149"
4990510,"42.32226, -83.17631"
5794245,"47.32232, -122.31262"
2644737,"52.2852, -1.52"
2511388,"36.4759, -6.19817"
3448011,"-22.89889, -42.46985"
1732859,"2.1495, 102.7704"
1789030,"34.85861, 105.66861"
3717560,"19.37084, -72.33472"
1789998,"30.16746, 120.25883"
2468353,"34.425, 8.78417"
2038274,"45.7529, 130.58452"
2110480,"35.65, 140.16667"
1580093,"16.42184, 107.63999"
2790869,"50.45413, 3.95229"
2396657,"0.29123, 9.50465"
4931429,"42.08343, -71.01838"
3532881,"19.04611, -98.045"
1254385,"11.38016, 77.89444"
3746184,"23.13028, -82.35306"
1045114,"-23.865, 35.38333"
7647007,"-41.14557, -71.30822"
1854093,"32.92139, 129.95389"
1795632,"29.95763, 122.29802"
320392,"37.72028, 30.29083"
6822103,"35.89685, 140.66666"
1811929,"23.24212, 111.5284"
5322053,"32.72532, -114.6244"
3118848,"40.49292, -3.87371"
6989891,"30.65622, 76.82093"
3184081,"42.06828, 19.51258"
1260387,"9.54633, 78.5907"
1867377,"38.56556, 125.42722"
3449310,"-11.01472, -37.20639"
13562335,"51.14595, 17.03519"
3520271,"25.98507, -98.08964"
1805408,"32.08982, 121.07355"
624784,"55.52618, 28.59308"
1852472,"34.81667, 138.18333"
3838859,"-51.6253, -69.25229"
3097391,"49.95542, 18.57479"
1802177,"23.17233, 112.28298"
3924679,"-12.74056, -60.14583"
11205476,"5.65396, 0.0264"
12640364,"30.02, 31.0"
1257486,"22.99227, 72.38177"
1257794,"25.24425, 87.63481"
1257198,"28.44062, 74.491"
1620755,"13.66744, 100.64206"
11500547,"10.96376, 76.95254"
1884386,"1.29417, 103.8025"
12718669,"33.91406, -5.48969"
502965,"55.56341, 38.24152"
2300182,"7.5758, -2.78516"
10263050,"28.7116, 77.07887"
1713014,"14.38694, 120.88167"
1799686,"28.84209, 104.97958"
2520611,"39.47649, -6.37224"
3464073,"-27.63461, -52.2754"
5512862,"39.53491, -119.75269"
3471291,"-23.09861, -48.92583"
1136469,"33.33951, 69.92041"
2980916,"48.93564, 2.35387"
3437842,"-25.16611, -57.48562"
128447,"35.23831, 58.46558"
2913366,"51.90693, 8.37853"
2129101,"42.31722, 140.98806"
4779999,"36.83543, -76.29827"
3468562,"-23.10083, -45.70694"
3195506,"46.55583, 15.64593"
1276901,"25.74572, 71.39211"
3361025,"-33.93462, 18.86676"
1852607,"37.95, 139.33333"
10448053,"21.30758, 81.62793"
318675,"37.02472, 35.8175"
2172710,"-26.80346, 153.12195"
273140,"33.98083, 35.61778"
5397603,"33.95474, -118.21202"
1699323,"7.81528, 126.05444"
1572585,"21.05, 105.8"
3619194,"13.09291, -86.35589"
2356300,"12.25162, -0.42565"
1810136,"21.8, 109.6"
1677053,"24.73167, 121.09083"
3465342,"-19.00917, -57.65333"
3097333,"50.20528, 19.27498"
5713376,"45.48706, -122.80371"
7701354,"23.7298, 90.3854"
2834282,"53.62937, 11.41316"
4540737,"34.60869, -98.39033"
3462996,"-26.08111, -53.055"
5425043,"39.55388, -104.96943"
1626183,"-6.76028, 108.48306"
1807761,"36.99136, 118.96582"
1341204,"33.99829, 71.99834"
5405878,"34.27834, -119.29317"
1912209,"37.58972, 127.22028"
2556018,"32.24088, -7.95397"
7116866,"-33.67571, -65.45783"
66093,"30.66824, 51.58796"
218855,"2.37351, 20.49769"
2288115,"5.2118, -3.73884"
5405228,"38.35658, -121.98774"
3665199,"-9.91333, -63.04083"
1666855,"23.97699, 120.68766"
10226875,"-15.81009, -48.03077"
6644097,"25.80062, 100.57435"
1514402,"40.22083, 69.26972"
1513331,"40.29721, 71.98026"
1514382,"40.43583, 70.61028"
3691148,"-3.55592, -80.44258"
1312609,"20.14956, 94.93246"
3598572,"14.65881, -90.8216"
1811542,"39.68699, 115.99658"
2791018,"50.8499, 4.31248"
1713818,"10.84028, 123.49917"
2487772,"34.15429, 3.50309"
11611614,"33.7957, 130.55895"
1263694,"11.12018, 76.11996"
3178957,"44.1391, 12.24315"
3455161,"-19.86028, -44.60833"
5373763,"33.60002, -117.672"
1860635,"35.0, 135.58333"
147429,"39.20889, 45.41222"
462755,"55.59528, 38.12028"
1254780,"11.74811, 75.4929"
2413753,"13.27136, -16.64944"
3868192,"-33.04823, -71.3729"
2756987,"52.255, 6.16389"
294946,"32.44192, 34.9039"
3430988,"-34.5664, -59.11478"
1164216,"34.12018, 72.46982"
2333604,"8.87952, 7.22756"
1278931,"21.03983, 75.05887"
1253166,"11.93975, 79.49244"
1298987,"19.7381, 96.20742"
3390288,"-9.47833, -35.85333"
6659672,"35.47195, 50.97547"
294778,"32.16627, 34.82536"
1908011,"34.77597, 105.32216"
3723593,"18.65, -74.11667"
3690465,"8.30844, -73.6166"
2639272,"53.61766, -2.1552"
1274868,"20.45781, 75.01596"
2473744,"36.4, 10.61667"
337405,"8.25, 34.58333"
1805220,"36.9918, 120.20412"
2539134,"30.39467, -9.20897"
2771706,"48.16667, 16.33333"
10263300,"28.72834, 77.24817"
13494075,"13.86849, 100.64534"
3460584,"-20.07528, -44.57639"
1809849,"34.42528, 117.99528"
1581529,"10.36667, 106.66667"
1268977,"21.85531, 84.00698"
1717926,"12.4989, 124.6377"
1839726,"36.78361, 127.00417"
13132732,"-15.39053, 28.18986"
3516035,"18.85254, -99.22537"
2043835,"41.3953, 128.18727"
2031405,"49.03333, 104.08333"
622428,"52.78981, 27.53583"
4934964,"42.29732, -71.0745"
310855,"37.78552, 38.6237"
463343,"52.34198, 35.35917"
706950,"48.67882, 26.58516"
2895669,"51.37547, 7.70281"
3833883,"-43.24895, -65.30505"
1786783,"36.41667, 118.5"
2130452,"42.81944, 141.65222"
1256671,"29.4497, 77.30959"
170905,"32.61889, 36.10213"
13156961,"21.22305, 81.45609"
3117814,"43.00992, -7.55602"
1261631,"24.8867, 85.54364"
6138495,"45.30713, -73.26259"
1262634,"25.28307, 83.11968"
134721,"28.9383, 53.6482"
3398331,"-6.35944, -39.29861"
1645154,"-6.9, 109.08333"
8643798,"7.3547, 38.67465"
2507972,"35.45139, 2.90583"
579460,"51.55103, 43.17069"
2505629,"35.38901, 5.36584"
4670300,"33.10317, -96.67055"
3458662,"-22.18556, -47.39028"
1803616,"27.66667, 113.5"
2775371,"48.2, 16.26667"
1292037,"19.32076, 95.18272"
2038080,"45.33611, 131.00489"
4002224,"21.35875, -101.93311"
1277643,"20.70419, 83.49029"
3389652,"-7.9575, -36.20472"
1858836,"35.33165, 136.87042"
1812057,"22.37303, 110.94746"
108927,"26.56542, 50.0089"
1256259,"20.27386, 72.99673"
4992982,"43.01253, -83.68746"
4705692,"29.50745, -95.09493"
7284831,"47.56182, 19.08909"
12214069,"48.2019, 16.38792"
9533392,"10.22263, 105.39841"
1788638,"31.04704, 113.14098"
1570864,"9.99753, 105.6673"
274874,"33.40729, 35.48169"
1492663,"59.59737, 60.58608"
5339066,"33.89585, -118.22007"
3470691,"-22.47, -43.82556"
3374036,"13.10732, -59.62021"
3565432,"23.03661, -81.20596"
1264326,"21.09007, 71.76904"
2034657,"44.39982, 131.14775"
1797181,"38.70941, 116.10086"
7292560,"-23.53729, -46.5666"
3085450,"54.46405, 17.02872"
13450915,"-15.90287, -47.77613"
4173838,"28.47688, -82.52546"
3468100,"-17.74431, -48.62789"
471430,"57.04867, 53.9872"
1724489,"14.79833, 120.92611"
1252416,"27.46609, 89.64191"
4670249,"29.71106, -95.59633"
2894003,"49.443, 7.77161"
2334008,"10.40319, 5.4708"
2803560,"50.72724, 12.48839"
6138610,"45.50008, -73.66585"
498687,"56.47633, 53.79782"
11612341,"33.54225, 130.18421"
1267911,"31.38011, 75.38105"
1260546,"17.67924, 75.33098"
1830194,"13.65805, 102.56365"
3471196,"-31.33139, -54.10694"
2033766,"40.61667, 120.71667"
917748,"-16.80889, 26.9875"
5133825,"40.69983, -73.83125"
1266366,"25.67467, 94.11099"
4780011,"36.82098, -76.36883"
3427213,"-34.09584, -59.02423"
3430545,"-34.65118, -58.62205"
691999,"48.94628, 38.48624"
1803522,"36.36417, 119.07694"
3906466,"-11.01026, -66.05257"
3691582,"-4.57722, -81.27194"
1336136,"22.68759, 90.64403"
13562332,"51.11316, 17.08145"
2633521,"50.81795, -0.37538"
1853081,"36.21667, 138.48333"
2972284,"50.72391, 3.16117"
1267090,"22.31744, 72.61916"
1625929,"-2.0561, 101.3913"
2548489,"34.22568, -3.35361"
304854,"36.78672, 31.44086"
141736,"29.106, 58.357"
63795,"9.52213, 45.53363"
1619278,"13.73058, 100.52388"
352352,"30.51552, 31.34629"
12750644,"3.21083, 101.74825"
13132458,"-8.30019, 35.29366"
265488,"38.08333, 23.73333"
1812647,"38.34898, 114.68531"
3668572,"3.00945, -76.48494"
2035801,"42.52869, 125.67876"
3467717,"-24.04309, -52.37929"
1674504,"23.97694, 121.60444"
594739,"55.93333, 23.31667"
1267588,"27.80882, 78.64579"
5188843,"42.12922, -80.08506"
517963,"47.76037, 39.93335"
3069011,"49.59552, 17.25175"
167357,"36.52815, 37.95495"
2982681,"50.69421, 3.17456"
3109642,"42.88052, -8.54569"
107797,"26.28864, 50.11396"
2055401,"41.13722, 129.49472"
2042709,"41.25556, 129.49278"
3445968,"-23.47544, -46.60609"
2232444,"5.44397, 10.05332"
360526,"27.44023, 30.81712"
463835,"55.84376, 48.51784"
4352053,"39.24038, -76.83942"
2034228,"46.83214, 126.47657"
1480266,"17.0953, 96.0992"
361029,"31.18065, 31.86497"
3625341,"10.03863, -67.48938"
1256529,"27.108, 78.58661"
4989133,"42.58698, -82.91992"
3625929,"9.06263, -62.05208"
3183072,"41.23117, 16.29797"
1812256,"39.81609, 109.97763"
6087892,"43.10012, -79.06627"
1611269,"12.60961, 102.10447"
3440714,"-31.38811, -57.95983"
5258393,"42.58474, -87.82119"
1788207,"32.98703, 107.764"
1724767,"8.21528, 126.31639"
923058,"-10.87352, 26.59746"
5530022,"31.46377, -100.43704"
335288,"8.98333, 37.85"
758470,"52.22904, 21.01644"
12358512,"24.43532, 98.58375"
1264735,"25.1765, 86.0947"
1797959,"27.2127, 116.53008"
3189595,"46.1, 19.66667"
1871871,"39.24639, 125.87194"
7279599,"19.15096, 72.99625"
483826,"55.70033, 37.74271"
2210394,"32.88167, 13.35056"
1802171,"30.00222, 101.9569"
7792200,"4.1987, 100.67"
293253,"32.05043, 34.75224"
6690870,"51.5529, 0.129"
13061022,"3.0542, 101.79844"
1626100,"-6.85, 107.91667"
1744763,"3.18333, 101.68333"
7280711,"19.49156, -99.12475"
3569370,"23.15794, -82.27837"
1271992,"27.55879, 78.65692"
201650,"-1.2952, 30.3226"
1170157,"31.48104, 74.32563"
13580130,"50.45356, 30.4531"
11670045,"19.5773, 41.96357"
4782167,"37.27097, -79.94143"
3494242,"18.58182, -68.40431"
2213618,"32.68333, 13.18333"
334227,"14.10307, 38.28289"
1863627,"26.26265, 127.76147"
2821164,"49.75565, 6.63935"
1861091,"34.41667, 135.31667"
690688,"48.7501, 30.21944"
1259827,"31.22452, 75.77387"
1788492,"36.4, 118.61667"
3165072,"46.0693, 13.23715"
1242110,"7.40902, 81.83472"
1514192,"41.00329, 71.23791"
5808189,"47.48288, -122.21707"
3121456,"41.98311, 2.82493"
2013952,"58.00056, 102.66194"
1853140,"38.91667, 139.855"
1853209,"35.95694, 139.38889"
1273403,"25.67312, 78.45908"
1271631,"27.32574, 88.61216"
2244616,"14.63333, -16.23333"
1803334,"39.71183, 118.44954"
2774326,"46.62472, 14.30528"
1005125,"-26.53333, 29.98333"
13561149,"47.96788, 37.80335"
1804120,"21.64673, 110.28172"
3109453,"43.29639, -2.98813"
1253367,"15.39585, 73.81568"
3633677,"10.02588, -69.24166"
12500938,"50.04516, 36.19322"
1581052,"10.3831, 104.48753"
1606291,"13.96597, 101.51303"
1269653,"22.61477, 77.76222"
5336477,"37.7966, -122.40858"
220075,"4.1263, 27.39527"
3591062,"15.72724, -88.59787"
99226,"32.8873, 44.34619"
1643761,"-7.60111, 110.81861"
1560349,"21.72288, 104.9113"
3708306,"9.04059, -79.44083"
261414,"37.95, 23.7"
3988392,"32.36044, -117.04645"
561347,"58.14, 52.65619"
1720508,"16.0111, 120.36"
3043470,"47.56863, 19.08456"
3182884,"43.46276, 11.88068"
1625958,"-1.85442, 106.12215"
6822097,"36.316, 139.98238"
12495083,"23.19073, 82.35314"
3610613,"15.4, -87.8"
491023,"59.66686, 56.74267"
6118158,"52.26682, -113.802"
2294308,"5.61411, -1.5502"
7280528,"31.9314, -4.42663"
4152820,"26.06287, -80.2331"
5406602,"33.20004, -117.24254"
1769014,"3.31667, 101.4"
783263,"41.11138, 20.08224"
517161,"55.7, 37.58333"
508751,"55.73333, 37.76667"
1710141,"6.05222, 121.00222"
1277214,"23.54109, 74.4425"
1498920,"53.68993, 88.06221"
2792482,"50.87959, 4.70093"
126015,"37.20416, 50.00919"
4945121,"41.63526, -70.92701"
358172,"31.08898, 31.59478"
964315,"-24.19436, 29.00974"
1860112,"31.38333, 130.85"
952747,"-26.93366, 29.24152"
1892823,"37.54389, 129.10694"
347296,"26.90843, 31.43469"
1850152,"34.05, 131.81667"
2290412,"7.0591, -3.9631"
1580400,"10.8, 105.35"
3673662,"8.23773, -73.35604"
1807738,"24.06703, 115.61309"
3446621,"-17.8575, -41.50528"
300075,"36.97612, 38.42533"
2648657,"51.38914, 0.54863"
3465944,"-19.53944, -40.63056"
9534547,"9.81371, 105.82096"
1181636,"32.93286, 72.85394"
2298330,"5.6658, -0.16307"
5106834,"42.65258, -73.75623"
2807363,"51.44362, 7.35258"
12750652,"1.48061, 103.68381"
1837706,"36.41528, 128.16056"
1880628,"1.33333, 103.86667"
2513076,"38.08483, -0.94401"
5935277,"44.67134, -63.57719"
2232283,"2.9, 11.15"
1264154,"11.04199, 76.08154"
1274213,"16.08987, 80.16705"
12640444,"9.03528, 38.66083"
741385,"40.03815, 28.40866"
2765028,"48.18333, 16.43333"
697889,"48.53214, 35.86878"
2248698,"14.79032, -15.90803"
10173001,"-23.58581, -46.68241"
1710470,"6.62944, 124.605"
1503772,"61.00187, 69.02728"
3037044,"48.94788, 2.24744"
5921356,"49.16638, -121.95257"
1504682,"56.20218, 95.71848"
4926563,"41.68338, -86.25001"
3649417,"10.71492, -71.52168"
1861864,"35.51965, 137.82074"
2532945,"34.26479, -5.92598"
2656173,"51.3751, -2.36172"
3459342,"-10.91722, -37.65"
3044774,"47.18995, 18.41034"
5475352,"32.31232, -106.77834"
2633563,"52.18935, -2.22001"
121380,"39.6482, 47.9174"
5937615,"49.14399, -122.9068"
1272997,"20.70718, 81.54874"
6825498,"34.44108, 135.58283"
311665,"39.92371, 44.045"
737022,"41.45139, 31.79305"
3406545,"-7.5325, -46.03556"
1270077,"20.54875, 78.83978"
1997228,"23.9196, 115.7801"
8603563,"-15.85502, -48.12433"
2808473,"52.48333, 13.31667"
3172189,"45.44694, 8.62118"
3458131,"-23.31861, -46.58667"
3393008,"-2.62833, -56.73583"
2745641,"51.37, 6.16806"
495136,"55.8, 37.45"
2219936,"32.85286, 12.0612"
571741,"55.63755, 37.76438"
6822146,"33.53567, 130.47861"
6648023,"28.63215, 104.40783"
6822216,"35.40435, 137.05595"
3460132,"-22.64306, -43.65333"
1151933,"8.43333, 99.96667"
479411,"63.56904, 53.69141"
3460523,"-18.97428, -49.46212"
3885273,"-33.2863, -70.87561"
1278148,"24.75204, 84.3742"
3469989,"-21.28861, -50.34"
1849519,"35.05215, 133.99885"
329114,"8.91667, 38.61667"
2027456,"43.35757, 132.19137"
183595,"-1.3527, 36.6699"
1805270,"28.31925, 109.73346"
3670502,"10.63072, -74.92214"
6545310,"52.52003, 13.40489"
1256826,"22.08503, 79.55037"
1263494,"15.38914, 73.81491"
5731371,"45.52289, -122.98983"
6544106,"41.38022, 2.17319"
2082539,"-8.49958, 140.40613"
4018400,"19.08864, -102.35704"
1848254,"35.88333, 139.63333"
11962417,"-23.53872, -46.68093"
3515062,"20.08355, -98.36288"
1185121,"24.17687, 89.5988"
3509382,"19.22031, -70.53101"
1876105,"38.93639, 125.58111"
3892870,"-34.98279, -71.23943"
1162456,"32.44324, 74.12"
5097529,"40.51872, -74.4121"
6179830,"49.17917, -122.86667"
358269,"27.55642, 30.81057"
87205,"32.76704, 22.63669"
4853423,"41.52364, -90.57764"
233508,"0.05621, 32.47949"
2244386,"14.95186, -16.8152"
3817746,"19.61387, -98.9364"
2929567,"49.59099, 11.00783"
3647637,"10.02658, -69.26203"
670889,"46.91667, 26.33333"
1215412,"3.7755, 98.6832"
6543969,"45.76124, 4.85184"
1529363,"41.71497, 82.93249"
624079,"54.51362, 30.40365"
3468215,"-23.36417, -46.74056"
2332504,"8.85299, 5.41641"
1173687,"32.29667, 72.3525"
503977,"55.99456, 37.82897"
3545064,"20.2113, -75.99362"
3835994,"-36.61617, -64.28991"
3488981,"17.97102, -76.88691"
1275019,"25.57548, 83.98043"
108648,"31.33176, 37.34282"
1262260,"10.76377, 79.84313"
3071961,"50.76711, 15.05619"
1283161,"26.72022, 86.48258"
12261477,"16.514, 80.516"
8521334,"-4.18396, 13.2859"
575505,"55.81353, 37.71617"
13561150,"47.95671, 37.94194"
1214073,"2.1, 99.83333"
2176187,"-36.75818, 144.28024"
2904789,"52.15077, 9.95112"
2338287,"7.49748, 5.23041"
3449521,"-12.96889, -39.26139"
1624877,"-2.73353, 107.63477"
1271306,"25.58333, 83.58526"
3460791,"-24.18306, -46.78889"
5387288,"34.1064, -117.37032"
1267579,"29.21399, 78.95693"
476077,"56.34063, 30.54377"
11962401,"-23.63143, -46.62072"
6053154,"49.69999, -112.81856"
1269557,"25.21368, 84.9871"
2451778,"13.29701, -4.89627"
13561144,"48.00741, 37.85378"
1668295,"22.75991, 121.14457"
298806,"38.49533, 27.6997"
8504958,"60.01375, 30.39471"
1864572,"33.49631, 130.5156"
1276389,"21.90056, 77.90229"
3445859,"-21.12, -42.94278"
2264268,"38.75657, -9.25451"
1861449,"35.39932, 139.31019"
933778,"-21.17, 27.50778"
3460974,"-10.685, -37.42528"
1631393,"-3.43447, 104.23056"
3111933,"41.15612, 1.10687"
683123,"45.15, 26.83333"
4148757,"27.9378, -82.28592"
2870221,"51.45342, 6.6326"
1262209,"23.45834, 75.41759"
2732265,"40.66165, -7.90905"
5392423,"37.56299, -122.32553"
1253958,"18.39258, 77.11756"
11962413,"-23.53936, -46.51788"
2249782,"12.8939, -14.94125"
3515696,"19.8173, -97.35992"
1810724,"34.73564, 105.32632"
607610,"43.34116, 52.86192"
1141857,"33.59744, 69.22592"
3171058,"45.05242, 9.69342"
11962406,"-23.45947, -46.64086"
5345529,"32.79477, -116.96253"
1282027,"4.17521, 73.50916"
1797091,"35.51483, 102.016"
4738214,"32.35126, -95.30106"
3406910,"-4.23246, -44.78164"
2389086,"4.26116, 15.79216"
2328811,"6.15038, 6.83042"
1816865,"27.76823, 116.05017"
3453406,"-23.52806, -46.34472"
6317781,"-16.05917, -48.03944"
2644487,"53.22683, -0.53792"
1784185,"24.355, 102.54222"
2232239,"3.8, 10.13333"
2842150,"52.15705, 10.4154"
1258044,"29.86632, 77.89118"
626081,"53.88333, 25.29972"
1269562,"18.79473, 78.91661"
2633709,"51.31903, -0.55893"
380173,"17.59898, 33.97205"
3408404,"-7.91167, -34.90278"
3588258,"14.91188, -91.36054"
3455729,"-22.97889, -49.87056"
2596934,"7.96111, -6.67306"
2549979,"32.05121, -7.41079"
2036418,"44.31667, 126.8"
1503277,"53.99, 86.6621"
1430991,"34.07677, 74.7057"
326406,"11.8277, 39.59164"
554787,"55.78677, 37.80165"
2540689,"32.8627, -6.57359"
4706057,"33.04623, -96.99417"
914959,"-12.84151, 28.09479"
2035196,"40.54139, 110.51083"
3456500,"-21.13056, -42.36639"
1800829,"21.45713, 110.76591"
915883,"-15.76911, 28.18136"
5338122,"36.82523, -119.70292"
2366152,"9.55111, 1.18611"
2290964,"6.99041, -5.7442"
1173378,"30.46907, 70.96699"
2706767,"56.04673, 12.69437"
1798490,"39.39528, 121.96694"
2475744,"36.71182, 4.04591"
7281020,"-33.4443, -70.72552"
8403616,"30.79641, 108.3858"
1516589,"47.79411, 67.70628"
13580094,"50.40259, 30.62352"
4161438,"28.03947, -81.9498"
907111,"-15.85601, 27.748"
5989045,"50.66648, -120.3192"
3194828,"43.34333, 17.80806"
2110729,"35.9, 140.08333"
1645518,"-7.7625, 110.43167"
11204413,"36.71364, 10.2096"
1052944,"-16.2325, 39.90861"
99446,"29.97421, 48.47309"
2769359,"48.21667, 16.3"
1563287,"21.82356, 105.21424"
2921232,"50.88029, 12.08187"
5907990,"43.1334, -80.26636"
4741752,"33.91371, -98.49339"
2895044,"50.92878, 11.5899"
3465476,"-19.51861, -42.62889"
3458696,"-21.24528, -44.99972"
1926054,"33.91667, 133.18333"
141584,"35.9975, 45.8853"
4004867,"26.93022, -105.6664"
1786778,"30.60369, 109.72333"
11962373,"-23.54015, -46.48581"
1807544,"39.74025, 116.32693"
1263012,"16.8722, 79.56247"
1275103,"25.43855, 75.63735"
7279747,"28.21024, 76.86056"
3116156,"40.40742, -3.64935"
13546317,"45.49899, -73.57046"
3598529,"14.70289, -90.49983"
13157160,"30.33544, 76.86265"
6176823,"43.4668, -80.51639"
1861795,"34.82208, 135.4298"
1798422,"35.70622, 115.0279"
5404794,"34.1389, -118.35341"
1784393,"28.45049, 108.98901"
1735572,"5.5313, 102.19925"
3407357,"-7.19111, -48.20722"
3453420,"-15.45278, -47.61417"
3159016,"59.74389, 10.20449"
2990999,"48.68439, 6.18496"
12324302,"36.77121, 118.42454"
12157013,"-12.08911, -76.99876"
3471374,"-22.66167, -50.41222"
3395449,"-3.89083, -38.68556"
5393180,"34.95303, -120.43572"
693468,"48.84974, 37.59739"
625324,"52.04162, 29.21631"
700051,"47.56826, 34.39126"
8355932,"13.66185, 100.39567"
3515715,"19.51194, -98.88293"
105299,"16.88917, 42.55111"
229139,"0.4175, 32.02278"
5254962,"44.51916, -88.01983"
12432977,"-15.8981, -48.04671"
1262216,"27.20201, 73.73394"
3114965,"42.33669, -7.86407"
935221,"-21.00961, 55.27134"
1580830,"20.81717, 105.33759"
3428775,"-34.68107, -58.56379"
1605843,"13.77698, 100.4567"
5331835,"34.18084, -118.30897"
4221333,"33.92427, -84.37854"
2505653,"36.66655, 3.09606"
3598122,"14.70413, -91.86426"
362004,"27.04514, 31.31845"
1269374,"25.31258, 86.48888"
1270090,"26.73411, 77.03519"
1793036,"35.08357, 117.19071"
1185263,"24.0524, 90.9764"
6822179,"35.83479, 140.16361"
1683013,"14.6753, 120.9389"
1259411,"10.76695, 75.92523"
217834,"-9.20443, 25.85475"
3393106,"-2.99565, -47.35488"
3456117,"-19.87611, -44.98361"
11962403,"-23.59255, -46.57278"
1733953,"5.02298, 118.32897"
3398115,"-8.39889, -35.06389"
1671566,"23.91566, 120.66387"
2348595,"11.67478, 10.19069"
1514257,"41.19833, 69.22222"
3460064,"-17.87939, -51.72166"
3514321,"18.88188, -99.06715"
1266489,"26.10224, 87.95534"
2267827,"32.66568, -16.92547"
13546316,"45.52833, -73.58081"
1651226,"-6.64528, 108.41028"
1700360,"6.95508, 126.21655"
1266607,"28.25382, 77.85535"
1784820,"32.93917, 119.83417"
566532,"42.06622, 48.28759"
6354908,"46.1351, -60.1831"
948542,"-26.36, 28.129"
3093692,"51.21006, 16.1619"
585514,"40.76422, 47.06227"
1567681,"21.3256, 103.91882"
713716,"48.46893, 38.81669"
1336139,"22.64317, 92.19186"
2950349,"50.9856, 7.13298"
517836,"51.20099, 58.31318"
1695097,"15.6689, 120.5806"
688105,"45.20091, 33.36655"
1667027,"24.68753, 120.90942"
712451,"46.75578, 36.78815"
2324857,"9.98433, 10.95229"
1816221,"30.28757, 112.22979"
1897118,"37.6525, 127.3075"
2035970,"47.33601, 123.196"
